"14jt -- Varhaiskasvatukseen osallistuneet vieraskieliset ja ulkomaalaiset lapset alueen ja iän mukaan, 2021-2022"

"Vuosi";"Alue";"Ikä";"Vieraskieliset varhaiskasvatukseen osallistuneet lapset"
"2022";"Lieksa";"7 vuotta ja yli";1
"2022";"Lieto";"Yhteensä";48
"2022";"Lieto";"0 vuotta";0
"2022";"Lieto";"1 vuotta";5
"2022";"Lieto";"2 vuotta";7
"2022";"Lieto";"3 vuotta";8
"2022";"Lieto";"4 vuotta";5
"2022";"Lieto";"5 vuotta";14
"2022";"Lieto";"6 vuotta";9
"2022";"Lieto";"7 vuotta ja yli";0
"2022";"Liminka";"Yhteensä";9
"2022";"Liminka";"0 vuotta";0
"2022";"Liminka";"1 vuotta";2
"2022";"Liminka";"2 vuotta";1
"2022";"Liminka";"3 vuotta";2
"2022";"Liminka";"4 vuotta";0
"2022";"Liminka";"5 vuotta";3
"2022";"Liminka";"6 vuotta";1
"2022";"Liminka";"7 vuotta ja yli";0
"2022";"Liperi";"Yhteensä";6
"2022";"Liperi";"0 vuotta";0
"2022";"Liperi";"1 vuotta";0
"2022";"Liperi";"2 vuotta";1
"2022";"Liperi";"3 vuotta";1
"2022";"Liperi";"4 vuotta";1
"2022";"Liperi";"5 vuotta";2
"2022";"Liperi";"6 vuotta";0
"2022";"Liperi";"7 vuotta ja yli";1
"2022";"Lohja";"Yhteensä";160
"2022";"Lohja";"0 vuotta";0
"2022";"Lohja";"1 vuotta";9
"2022";"Lohja";"2 vuotta";20
"2022";"Lohja";"3 vuotta";29
"2022";"Lohja";"4 vuotta";31
"2022";"Lohja";"5 vuotta";34
"2022";"Lohja";"6 vuotta";32
"2022";"Lohja";"7 vuotta ja yli";5
"2022";"Loimaa";"Yhteensä";30
"2022";"Loimaa";"0 vuotta";0
"2022";"Loimaa";"1 vuotta";0
"2022";"Loimaa";"2 vuotta";2
"2022";"Loimaa";"3 vuotta";5
"2022";"Loimaa";"4 vuotta";9
"2022";"Loimaa";"5 vuotta";9
"2022";"Loimaa";"6 vuotta";5
"2022";"Loimaa";"7 vuotta ja yli";0
"2022";"Loppi";"Yhteensä";9
"2022";"Loppi";"0 vuotta";0
"2022";"Loppi";"1 vuotta";0
"2022";"Loppi";"2 vuotta";2
"2022";"Loppi";"3 vuotta";0
"2022";"Loppi";"4 vuotta";3
"2022";"Loppi";"5 vuotta";4
"2022";"Loppi";"6 vuotta";0
"2022";"Loppi";"7 vuotta ja yli";0
"2022";"Loviisa";"Yhteensä";40
"2022";"Loviisa";"0 vuotta";0
"2022";"Loviisa";"1 vuotta";4
"2022";"Loviisa";"2 vuotta";6
"2022";"Loviisa";"3 vuotta";4
"2022";"Loviisa";"4 vuotta";7
"2022";"Loviisa";"5 vuotta";16
"2022";"Loviisa";"6 vuotta";3
"2022";"Loviisa";"7 vuotta ja yli";0
"2022";"Luhanka";"Yhteensä";0
"2022";"Luhanka";"0 vuotta";0
"2022";"Luhanka";"1 vuotta";0
"2022";"Luhanka";"2 vuotta";0
"2022";"Luhanka";"3 vuotta";0
"2022";"Luhanka";"4 vuotta";0
"2022";"Luhanka";"5 vuotta";0
"2022";"Luhanka";"6 vuotta";0
"2022";"Luhanka";"7 vuotta ja yli";0
"2022";"Lumijoki";"Yhteensä";6
"2022";"Lumijoki";"0 vuotta";0
"2022";"Lumijoki";"1 vuotta";1
"2022";"Lumijoki";"2 vuotta";1
"2022";"Lumijoki";"3 vuotta";1
"2022";"Lumijoki";"4 vuotta";3
"2022";"Lumijoki";"5 vuotta";0
"2022";"Lumijoki";"6 vuotta";0
"2022";"Lumijoki";"7 vuotta ja yli";0
"2022";"Lumparland";"Yhteensä";0
"2022";"Lumparland";"0 vuotta";0
"2022";"Lumparland";"1 vuotta";0
"2022";"Lumparland";"2 vuotta";0
"2022";"Lumparland";"3 vuotta";0
"2022";"Lumparland";"4 vuotta";0
"2022";"Lumparland";"5 vuotta";0
"2022";"Lumparland";"6 vuotta";0
"2022";"Lumparland";"7 vuotta ja yli";0
"2022";"Luoto";"Yhteensä";11
"2022";"Luoto";"0 vuotta";0
"2022";"Luoto";"1 vuotta";1
"2022";"Luoto";"2 vuotta";1
"2022";"Luoto";"3 vuotta";1
"2022";"Luoto";"4 vuotta";3
"2022";"Luoto";"5 vuotta";1
"2022";"Luoto";"6 vuotta";4
"2022";"Luoto";"7 vuotta ja yli";0
"2022";"Luumäki";"Yhteensä";6
"2022";"Luumäki";"0 vuotta";0
"2022";"Luumäki";"1 vuotta";2
"2022";"Luumäki";"2 vuotta";0
"2022";"Luumäki";"3 vuotta";1
"2022";"Luumäki";"4 vuotta";1
"2022";"Luumäki";"5 vuotta";1
"2022";"Luumäki";"6 vuotta";1
"2022";"Luumäki";"7 vuotta ja yli";0
"2022";"Maalahti";"Yhteensä";12
"2022";"Maalahti";"0 vuotta";1
"2022";"Maalahti";"1 vuotta";2
"2022";"Maalahti";"2 vuotta";1
"2022";"Maalahti";"3 vuotta";3
"2022";"Maalahti";"4 vuotta";2
"2022";"Maalahti";"5 vuotta";2
"2022";"Maalahti";"6 vuotta";1
"2022";"Maalahti";"7 vuotta ja yli";0
"2022";"Maarianhamina - Mariehamn";"Yhteensä";0
"2022";"Maarianhamina - Mariehamn";"0 vuotta";0
"2022";"Maarianhamina - Mariehamn";"1 vuotta";0
"2022";"Maarianhamina - Mariehamn";"2 vuotta";0
"2022";"Maarianhamina - Mariehamn";"3 vuotta";0
"2022";"Maarianhamina - Mariehamn";"4 vuotta";0
"2022";"Maarianhamina - Mariehamn";"5 vuotta";0
"2022";"Maarianhamina - Mariehamn";"6 vuotta";0
"2022";"Maarianhamina - Mariehamn";"7 vuotta ja yli";0
"2022";"Marttila";"Yhteensä";5
"2022";"Marttila";"0 vuotta";0
"2022";"Marttila";"1 vuotta";0
"2022";"Marttila";"2 vuotta";1
"2022";"Marttila";"3 vuotta";2
"2022";"Marttila";"4 vuotta";0
"2022";"Marttila";"5 vuotta";0
"2022";"Marttila";"6 vuotta";2
"2022";"Marttila";"7 vuotta ja yli";0
"2022";"Masku";"Yhteensä";9
"2022";"Masku";"0 vuotta";0
"2022";"Masku";"1 vuotta";1
"2022";"Masku";"2 vuotta";1
"2022";"Masku";"3 vuotta";0
"2022";"Masku";"4 vuotta";2
"2022";"Masku";"5 vuotta";2
"2022";"Masku";"6 vuotta";3
"2022";"Masku";"7 vuotta ja yli";0
"2022";"Merijärvi";"Yhteensä";0
"2022";"Merijärvi";"0 vuotta";0
"2022";"Merijärvi";"1 vuotta";0
"2022";"Merijärvi";"2 vuotta";0
"2022";"Merijärvi";"3 vuotta";0
"2022";"Merijärvi";"4 vuotta";0
"2022";"Merijärvi";"5 vuotta";0
"2022";"Merijärvi";"6 vuotta";0
"2022";"Merijärvi";"7 vuotta ja yli";0
"2022";"Merikarvia";"Yhteensä";10
"2022";"Merikarvia";"0 vuotta";0
"2022";"Merikarvia";"1 vuotta";0
"2022";"Merikarvia";"2 vuotta";1
"2022";"Merikarvia";"3 vuotta";1
"2022";"Merikarvia";"4 vuotta";1
"2022";"Merikarvia";"5 vuotta";1
"2022";"Merikarvia";"6 vuotta";3
"2022";"Merikarvia";"7 vuotta ja yli";3
"2022";"Miehikkälä";"Yhteensä";3
"2022";"Miehikkälä";"0 vuotta";0
"2022";"Miehikkälä";"1 vuotta";0
"2022";"Miehikkälä";"2 vuotta";1
"2022";"Miehikkälä";"3 vuotta";1
"2022";"Miehikkälä";"4 vuotta";0
"2022";"Miehikkälä";"5 vuotta";1
"2022";"Miehikkälä";"6 vuotta";0
"2022";"Miehikkälä";"7 vuotta ja yli";0
"2022";"Mikkeli";"Yhteensä";124
"2022";"Mikkeli";"0 vuotta";1
"2022";"Mikkeli";"1 vuotta";12
"2022";"Mikkeli";"2 vuotta";18
"2022";"Mikkeli";"3 vuotta";14
"2022";"Mikkeli";"4 vuotta";24
"2022";"Mikkeli";"5 vuotta";26
"2022";"Mikkeli";"6 vuotta";26
"2022";"Mikkeli";"7 vuotta ja yli";3
"2022";"Muhos";"Yhteensä";6
"2022";"Muhos";"0 vuotta";0
"2022";"Muhos";"1 vuotta";0
"2022";"Muhos";"2 vuotta";1
"2022";"Muhos";"3 vuotta";1
"2022";"Muhos";"4 vuotta";1
"2022";"Muhos";"5 vuotta";1
"2022";"Muhos";"6 vuotta";2
"2022";"Muhos";"7 vuotta ja yli";0
"2022";"Multia";"Yhteensä";2
"2022";"Multia";"0 vuotta";0
"2022";"Multia";"1 vuotta";0
"2022";"Multia";"2 vuotta";1
"2022";"Multia";"3 vuotta";0
"2022";"Multia";"4 vuotta";0
"2022";"Multia";"5 vuotta";0
"2022";"Multia";"6 vuotta";1
"2022";"Multia";"7 vuotta ja yli";0
"2022";"Muonio";"Yhteensä";0
"2022";"Muonio";"0 vuotta";0
"2022";"Muonio";"1 vuotta";0
"2022";"Muonio";"2 vuotta";0
"2022";"Muonio";"3 vuotta";0
"2022";"Muonio";"4 vuotta";0
"2022";"Muonio";"5 vuotta";0
"2022";"Muonio";"6 vuotta";0
"2022";"Muonio";"7 vuotta ja yli";0
"2022";"Mustasaari";"Yhteensä";26
"2022";"Mustasaari";"0 vuotta";0
"2022";"Mustasaari";"1 vuotta";1
"2022";"Mustasaari";"2 vuotta";6
"2022";"Mustasaari";"3 vuotta";5
"2022";"Mustasaari";"4 vuotta";4
"2022";"Mustasaari";"5 vuotta";7
"2022";"Mustasaari";"6 vuotta";2
"2022";"Mustasaari";"7 vuotta ja yli";1
"2022";"Muurame";"Yhteensä";7
"2022";"Muurame";"0 vuotta";0
"2022";"Muurame";"1 vuotta";0
"2022";"Muurame";"2 vuotta";2
"2022";"Muurame";"3 vuotta";4
"2022";"Muurame";"4 vuotta";1
"2022";"Muurame";"5 vuotta";0
"2022";"Muurame";"6 vuotta";0
"2022";"Muurame";"7 vuotta ja yli";0
"2022";"Mynämäki";"Yhteensä";19
"2022";"Mynämäki";"0 vuotta";0
"2022";"Mynämäki";"1 vuotta";5
"2022";"Mynämäki";"2 vuotta";1
"2022";"Mynämäki";"3 vuotta";3
"2022";"Mynämäki";"4 vuotta";6
"2022";"Mynämäki";"5 vuotta";3
"2022";"Mynämäki";"6 vuotta";1
"2022";"Mynämäki";"7 vuotta ja yli";0
"2022";"Myrskylä";"Yhteensä";7
"2022";"Myrskylä";"0 vuotta";0
"2022";"Myrskylä";"1 vuotta";0
"2022";"Myrskylä";"2 vuotta";1
"2022";"Myrskylä";"3 vuotta";1
"2022";"Myrskylä";"4 vuotta";1
"2022";"Myrskylä";"5 vuotta";2
"2022";"Myrskylä";"6 vuotta";1
"2022";"Myrskylä";"7 vuotta ja yli";1
"2022";"Mäntsälä";"Yhteensä";46
"2022";"Mäntsälä";"0 vuotta";0
"2022";"Mäntsälä";"1 vuotta";3
"2022";"Mäntsälä";"2 vuotta";9
"2022";"Mäntsälä";"3 vuotta";7
"2022";"Mäntsälä";"4 vuotta";13
"2022";"Mäntsälä";"5 vuotta";5
"2022";"Mäntsälä";"6 vuotta";9
"2022";"Mäntsälä";"7 vuotta ja yli";0
"2022";"Mänttä-Vilppula";"Yhteensä";19
"2022";"Mänttä-Vilppula";"0 vuotta";0
"2022";"Mänttä-Vilppula";"1 vuotta";1
"2022";"Mänttä-Vilppula";"2 vuotta";5
"2022";"Mänttä-Vilppula";"3 vuotta";2
"2022";"Mänttä-Vilppula";"4 vuotta";5
"2022";"Mänttä-Vilppula";"5 vuotta";4
"2022";"Mänttä-Vilppula";"6 vuotta";2
"2022";"Mänttä-Vilppula";"7 vuotta ja yli";0
"2022";"Mäntyharju";"Yhteensä";2
"2022";"Mäntyharju";"0 vuotta";0
"2022";"Mäntyharju";"1 vuotta";1
"2022";"Mäntyharju";"2 vuotta";0
"2022";"Mäntyharju";"3 vuotta";1
"2022";"Mäntyharju";"4 vuotta";0
"2022";"Mäntyharju";"5 vuotta";0
"2022";"Mäntyharju";"6 vuotta";0
"2022";"Mäntyharju";"7 vuotta ja yli";0
"2022";"Naantali";"Yhteensä";27
"2022";"Naantali";"0 vuotta";0
"2022";"Naantali";"1 vuotta";1
"2022";"Naantali";"2 vuotta";4
"2022";"Naantali";"3 vuotta";4
"2022";"Naantali";"4 vuotta";8
"2022";"Naantali";"5 vuotta";3
"2022";"Naantali";"6 vuotta";7
"2022";"Naantali";"7 vuotta ja yli";0
"2022";"Nakkila";"Yhteensä";3
"2022";"Nakkila";"0 vuotta";0
"2022";"Nakkila";"1 vuotta";0
"2022";"Nakkila";"2 vuotta";0
"2022";"Nakkila";"3 vuotta";1
"2022";"Nakkila";"4 vuotta";1
"2022";"Nakkila";"5 vuotta";0
"2022";"Nakkila";"6 vuotta";1
"2022";"Nakkila";"7 vuotta ja yli";0
"2022";"Nivala";"Yhteensä";5
"2022";"Nivala";"0 vuotta";0
"2022";"Nivala";"1 vuotta";0
"2022";"Nivala";"2 vuotta";1
"2022";"Nivala";"3 vuotta";1
"2022";"Nivala";"4 vuotta";1
"2022";"Nivala";"5 vuotta";0
"2022";"Nivala";"6 vuotta";2
"2022";"Nivala";"7 vuotta ja yli";0
"2022";"Nokia";"Yhteensä";54
"2022";"Nokia";"0 vuotta";0
"2022";"Nokia";"1 vuotta";1
"2022";"Nokia";"2 vuotta";8
"2022";"Nokia";"3 vuotta";12
"2022";"Nokia";"4 vuotta";12
"2022";"Nokia";"5 vuotta";14
"2022";"Nokia";"6 vuotta";6
"2022";"Nokia";"7 vuotta ja yli";1
"2022";"Nousiainen";"Yhteensä";5
"2022";"Nousiainen";"0 vuotta";0
"2022";"Nousiainen";"1 vuotta";1
"2022";"Nousiainen";"2 vuotta";1
"2022";"Nousiainen";"3 vuotta";3
"2022";"Nousiainen";"4 vuotta";0
"2022";"Nousiainen";"5 vuotta";0
"2022";"Nousiainen";"6 vuotta";0
"2022";"Nousiainen";"7 vuotta ja yli";0
"2022";"Nurmes";"Yhteensä";20
"2022";"Nurmes";"0 vuotta";0
"2022";"Nurmes";"1 vuotta";0
"2022";"Nurmes";"2 vuotta";2
"2022";"Nurmes";"3 vuotta";4
"2022";"Nurmes";"4 vuotta";2
"2022";"Nurmes";"5 vuotta";4
"2022";"Nurmes";"6 vuotta";8
"2022";"Nurmes";"7 vuotta ja yli";0
"2022";"Nurmijärvi";"Yhteensä";197
"2022";"Nurmijärvi";"0 vuotta";0
"2022";"Nurmijärvi";"1 vuotta";13
"2022";"Nurmijärvi";"2 vuotta";33
"2022";"Nurmijärvi";"3 vuotta";46
"2022";"Nurmijärvi";"4 vuotta";39
"2022";"Nurmijärvi";"5 vuotta";27
"2022";"Nurmijärvi";"6 vuotta";39
"2022";"Nurmijärvi";"7 vuotta ja yli";0
"2022";"Närpiö";"Yhteensä";138
"2022";"Närpiö";"0 vuotta";1
"2022";"Närpiö";"1 vuotta";24
"2022";"Närpiö";"2 vuotta";21
"2022";"Närpiö";"3 vuotta";29
"2022";"Närpiö";"4 vuotta";34
"2022";"Närpiö";"5 vuotta";28
"2022";"Närpiö";"6 vuotta";1
"2022";"Närpiö";"7 vuotta ja yli";0
"2022";"Orimattila";"Yhteensä";27
"2022";"Orimattila";"0 vuotta";0
"2022";"Orimattila";"1 vuotta";1
"2022";"Orimattila";"2 vuotta";5
"2022";"Orimattila";"3 vuotta";5
"2022";"Orimattila";"4 vuotta";3
"2022";"Orimattila";"5 vuotta";8
"2022";"Orimattila";"6 vuotta";5
"2022";"Orimattila";"7 vuotta ja yli";0
"2022";"Oripää";"Yhteensä";6
"2022";"Oripää";"0 vuotta";0
"2022";"Oripää";"1 vuotta";0
"2022";"Oripää";"2 vuotta";0
"2022";"Oripää";"3 vuotta";3
"2022";"Oripää";"4 vuotta";0
"2022";"Oripää";"5 vuotta";3
"2022";"Oripää";"6 vuotta";0
"2022";"Oripää";"7 vuotta ja yli";0
"2022";"Orivesi";"Yhteensä";6
"2022";"Orivesi";"0 vuotta";0
"2022";"Orivesi";"1 vuotta";0
"2022";"Orivesi";"2 vuotta";1
"2022";"Orivesi";"3 vuotta";2
"2022";"Orivesi";"4 vuotta";1
"2022";"Orivesi";"5 vuotta";0
"2022";"Orivesi";"6 vuotta";2
"2022";"Orivesi";"7 vuotta ja yli";0
"2022";"Oulainen";"Yhteensä";4
"2022";"Oulainen";"0 vuotta";0
"2022";"Oulainen";"1 vuotta";0
"2022";"Oulainen";"2 vuotta";1
"2022";"Oulainen";"3 vuotta";1
"2022";"Oulainen";"4 vuotta";1
"2022";"Oulainen";"5 vuotta";0
"2022";"Oulainen";"6 vuotta";1
"2022";"Oulainen";"7 vuotta ja yli";0
"2022";"Oulu";"Yhteensä";673
"2022";"Oulu";"0 vuotta";5
"2022";"Oulu";"1 vuotta";69
"2022";"Oulu";"2 vuotta";112
"2022";"Oulu";"3 vuotta";106
"2022";"Oulu";"4 vuotta";114
"2022";"Oulu";"5 vuotta";134
"2022";"Oulu";"6 vuotta";120
"2022";"Oulu";"7 vuotta ja yli";13
"2022";"Outokumpu";"Yhteensä";19
"2022";"Outokumpu";"0 vuotta";0
"2022";"Outokumpu";"1 vuotta";1
"2022";"Outokumpu";"2 vuotta";2
"2022";"Outokumpu";"3 vuotta";4
"2022";"Outokumpu";"4 vuotta";3
"2022";"Outokumpu";"5 vuotta";2
"2022";"Outokumpu";"6 vuotta";7
"2022";"Outokumpu";"7 vuotta ja yli";0
"2022";"Padasjoki";"Yhteensä";3
"2022";"Padasjoki";"0 vuotta";0
"2022";"Padasjoki";"1 vuotta";0
"2022";"Padasjoki";"2 vuotta";0
"2022";"Padasjoki";"3 vuotta";0
"2022";"Padasjoki";"4 vuotta";1
"2022";"Padasjoki";"5 vuotta";0
"2022";"Padasjoki";"6 vuotta";2
"2022";"Padasjoki";"7 vuotta ja yli";0
"2022";"Paimio";"Yhteensä";32
"2022";"Paimio";"0 vuotta";1
"2022";"Paimio";"1 vuotta";1
"2022";"Paimio";"2 vuotta";3
"2022";"Paimio";"3 vuotta";9
"2022";"Paimio";"4 vuotta";6
"2022";"Paimio";"5 vuotta";4
"2022";"Paimio";"6 vuotta";8
"2022";"Paimio";"7 vuotta ja yli";0
"2022";"Paltamo";"Yhteensä";13
"2022";"Paltamo";"0 vuotta";0
"2022";"Paltamo";"1 vuotta";1
"2022";"Paltamo";"2 vuotta";3
"2022";"Paltamo";"3 vuotta";3
"2022";"Paltamo";"4 vuotta";1
"2022";"Paltamo";"5 vuotta";0
"2022";"Paltamo";"6 vuotta";5
"2022";"Paltamo";"7 vuotta ja yli";0
"2022";"Parainen";"Yhteensä";35
"2022";"Parainen";"0 vuotta";0
"2022";"Parainen";"1 vuotta";1
"2022";"Parainen";"2 vuotta";5
"2022";"Parainen";"3 vuotta";7
"2022";"Parainen";"4 vuotta";5
"2022";"Parainen";"5 vuotta";8
"2022";"Parainen";"6 vuotta";8
"2022";"Parainen";"7 vuotta ja yli";1
"2022";"Parikkala";"Yhteensä";1
"2022";"Parikkala";"0 vuotta";0
"2022";"Parikkala";"1 vuotta";0
"2022";"Parikkala";"2 vuotta";0
"2022";"Parikkala";"3 vuotta";1
"2022";"Parikkala";"4 vuotta";0
"2022";"Parikkala";"5 vuotta";0
"2022";"Parikkala";"6 vuotta";0
"2022";"Parikkala";"7 vuotta ja yli";0
"2022";"Parkano";"Yhteensä";3
"2022";"Parkano";"0 vuotta";0
"2022";"Parkano";"1 vuotta";0
"2022";"Parkano";"2 vuotta";1
"2022";"Parkano";"3 vuotta";0
"2022";"Parkano";"4 vuotta";2
"2022";"Parkano";"5 vuotta";0
"2022";"Parkano";"6 vuotta";0
"2022";"Parkano";"7 vuotta ja yli";0
"2022";"Pedersören kunta";"Yhteensä";29
"2022";"Pedersören kunta";"0 vuotta";0
"2022";"Pedersören kunta";"1 vuotta";3
"2022";"Pedersören kunta";"2 vuotta";5
"2022";"Pedersören kunta";"3 vuotta";2
"2022";"Pedersören kunta";"4 vuotta";7
"2022";"Pedersören kunta";"5 vuotta";4
"2022";"Pedersören kunta";"6 vuotta";8
"2022";"Pedersören kunta";"7 vuotta ja yli";0
"2022";"Pelkosenniemi";"Yhteensä";0
"2022";"Pelkosenniemi";"0 vuotta";0
"2022";"Pelkosenniemi";"1 vuotta";0
"2022";"Pelkosenniemi";"2 vuotta";0
"2022";"Pelkosenniemi";"3 vuotta";0
"2022";"Pelkosenniemi";"4 vuotta";0
"2022";"Pelkosenniemi";"5 vuotta";0
"2022";"Pelkosenniemi";"6 vuotta";0
"2022";"Pelkosenniemi";"7 vuotta ja yli";0
"2022";"Pello";"Yhteensä";3
"2022";"Pello";"0 vuotta";0
"2022";"Pello";"1 vuotta";0
"2022";"Pello";"2 vuotta";0
"2022";"Pello";"3 vuotta";1
"2022";"Pello";"4 vuotta";0
"2022";"Pello";"5 vuotta";1
"2022";"Pello";"6 vuotta";1
"2022";"Pello";"7 vuotta ja yli";0
"2022";"Perho";"Yhteensä";0
"2022";"Perho";"0 vuotta";0
"2022";"Perho";"1 vuotta";0
"2022";"Perho";"2 vuotta";0
"2022";"Perho";"3 vuotta";0
"2022";"Perho";"4 vuotta";0
"2022";"Perho";"5 vuotta";0
"2022";"Perho";"6 vuotta";0
"2022";"Perho";"7 vuotta ja yli";0
"2022";"Pertunmaa";"Yhteensä";1
"2022";"Pertunmaa";"0 vuotta";0
"2022";"Pertunmaa";"1 vuotta";0
"2022";"Pertunmaa";"2 vuotta";0
"2022";"Pertunmaa";"3 vuotta";0
"2022";"Pertunmaa";"4 vuotta";0
"2022";"Pertunmaa";"5 vuotta";1
"2022";"Pertunmaa";"6 vuotta";0
"2022";"Pertunmaa";"7 vuotta ja yli";0
"2022";"Petäjävesi";"Yhteensä";3
"2022";"Petäjävesi";"0 vuotta";0
"2022";"Petäjävesi";"1 vuotta";0
"2022";"Petäjävesi";"2 vuotta";0
"2022";"Petäjävesi";"3 vuotta";1
"2022";"Petäjävesi";"4 vuotta";0
"2022";"Petäjävesi";"5 vuotta";2
"2022";"Petäjävesi";"6 vuotta";0
"2022";"Petäjävesi";"7 vuotta ja yli";0
"2022";"Pieksämäki";"Yhteensä";47
"2022";"Pieksämäki";"0 vuotta";0
"2022";"Pieksämäki";"1 vuotta";3
"2022";"Pieksämäki";"2 vuotta";5
"2022";"Pieksämäki";"3 vuotta";9
"2022";"Pieksämäki";"4 vuotta";6
"2022";"Pieksämäki";"5 vuotta";12
"2022";"Pieksämäki";"6 vuotta";12
"2022";"Pieksämäki";"7 vuotta ja yli";0
"2022";"Pielavesi";"Yhteensä";2
"2022";"Pielavesi";"0 vuotta";0
"2022";"Pielavesi";"1 vuotta";0
"2022";"Pielavesi";"2 vuotta";0
"2022";"Pielavesi";"3 vuotta";1
"2022";"Pielavesi";"4 vuotta";1
"2022";"Pielavesi";"5 vuotta";0
"2022";"Pielavesi";"6 vuotta";0
"2022";"Pielavesi";"7 vuotta ja yli";0
"2022";"Pietarsaari";"Yhteensä";197
"2022";"Pietarsaari";"0 vuotta";1
"2022";"Pietarsaari";"1 vuotta";21
"2022";"Pietarsaari";"2 vuotta";36
"2022";"Pietarsaari";"3 vuotta";36
"2022";"Pietarsaari";"4 vuotta";32
"2022";"Pietarsaari";"5 vuotta";43
"2022";"Pietarsaari";"6 vuotta";27
"2022";"Pietarsaari";"7 vuotta ja yli";1
"2022";"Pihtipudas";"Yhteensä";3
"2022";"Pihtipudas";"0 vuotta";0
"2022";"Pihtipudas";"1 vuotta";0
"2022";"Pihtipudas";"2 vuotta";1
"2022";"Pihtipudas";"3 vuotta";0
"2022";"Pihtipudas";"4 vuotta";1
"2022";"Pihtipudas";"5 vuotta";1
"2022";"Pihtipudas";"6 vuotta";0
"2022";"Pihtipudas";"7 vuotta ja yli";0
"2022";"Pirkkala";"Yhteensä";42
"2022";"Pirkkala";"0 vuotta";0
"2022";"Pirkkala";"1 vuotta";4
"2022";"Pirkkala";"2 vuotta";4
"2022";"Pirkkala";"3 vuotta";15
"2022";"Pirkkala";"4 vuotta";7
"2022";"Pirkkala";"5 vuotta";12
"2022";"Pirkkala";"6 vuotta";0
"2022";"Pirkkala";"7 vuotta ja yli";0
"2022";"Polvijärvi";"Yhteensä";1
"2022";"Polvijärvi";"0 vuotta";0
"2022";"Polvijärvi";"1 vuotta";0
"2022";"Polvijärvi";"2 vuotta";0
"2022";"Polvijärvi";"3 vuotta";0
"2022";"Polvijärvi";"4 vuotta";1
"2022";"Polvijärvi";"5 vuotta";0
"2022";"Polvijärvi";"6 vuotta";0
"2022";"Polvijärvi";"7 vuotta ja yli";0
"2022";"Pomarkku";"Yhteensä";0
"2022";"Pomarkku";"0 vuotta";0
"2022";"Pomarkku";"1 vuotta";0
"2022";"Pomarkku";"2 vuotta";0
"2022";"Pomarkku";"3 vuotta";0
"2022";"Pomarkku";"4 vuotta";0
"2022";"Pomarkku";"5 vuotta";0
"2022";"Pomarkku";"6 vuotta";0
"2022";"Pomarkku";"7 vuotta ja yli";0
"2022";"Pori";"Yhteensä";130
"2022";"Pori";"0 vuotta";0
"2022";"Pori";"1 vuotta";5
"2022";"Pori";"2 vuotta";19
"2022";"Pori";"3 vuotta";19
"2022";"Pori";"4 vuotta";31
"2022";"Pori";"5 vuotta";29
"2022";"Pori";"6 vuotta";27
"2022";"Pori";"7 vuotta ja yli";0
"2022";"Pornainen";"Yhteensä";6
"2022";"Pornainen";"0 vuotta";0
"2022";"Pornainen";"1 vuotta";0
"2022";"Pornainen";"2 vuotta";0
"2022";"Pornainen";"3 vuotta";1
"2022";"Pornainen";"4 vuotta";1
"2022";"Pornainen";"5 vuotta";2
"2022";"Pornainen";"6 vuotta";2
"2022";"Pornainen";"7 vuotta ja yli";0
"2022";"Porvoo";"Yhteensä";210
"2022";"Porvoo";"0 vuotta";1
"2022";"Porvoo";"1 vuotta";12
"2022";"Porvoo";"2 vuotta";28
"2022";"Porvoo";"3 vuotta";36
"2022";"Porvoo";"4 vuotta";30
"2022";"Porvoo";"5 vuotta";59
"2022";"Porvoo";"6 vuotta";41
"2022";"Porvoo";"7 vuotta ja yli";3
"2022";"Posio";"Yhteensä";0
"2022";"Posio";"0 vuotta";0
"2022";"Posio";"1 vuotta";0
"2022";"Posio";"2 vuotta";0
"2022";"Posio";"3 vuotta";0
"2022";"Posio";"4 vuotta";0
"2022";"Posio";"5 vuotta";0
"2022";"Posio";"6 vuotta";0
"2022";"Posio";"7 vuotta ja yli";0
"2022";"Pudasjärvi";"Yhteensä";14
"2022";"Pudasjärvi";"0 vuotta";1
"2022";"Pudasjärvi";"1 vuotta";1
"2022";"Pudasjärvi";"2 vuotta";2
"2022";"Pudasjärvi";"3 vuotta";2
"2022";"Pudasjärvi";"4 vuotta";4
"2022";"Pudasjärvi";"5 vuotta";3
"2022";"Pudasjärvi";"6 vuotta";1
"2022";"Pudasjärvi";"7 vuotta ja yli";0
"2022";"Pukkila";"Yhteensä";3
"2022";"Pukkila";"0 vuotta";0
"2022";"Pukkila";"1 vuotta";0
"2022";"Pukkila";"2 vuotta";0
"2022";"Pukkila";"3 vuotta";0
"2022";"Pukkila";"4 vuotta";0
"2022";"Pukkila";"5 vuotta";2
"2022";"Pukkila";"6 vuotta";1
"2022";"Pukkila";"7 vuotta ja yli";0
"2022";"Punkalaidun";"Yhteensä";0
"2022";"Punkalaidun";"0 vuotta";0
"2022";"Punkalaidun";"1 vuotta";0
"2022";"Punkalaidun";"2 vuotta";0
"2022";"Punkalaidun";"3 vuotta";0
"2022";"Punkalaidun";"4 vuotta";0
"2022";"Punkalaidun";"5 vuotta";0
"2022";"Punkalaidun";"6 vuotta";0
"2022";"Punkalaidun";"7 vuotta ja yli";0
"2022";"Puolanka";"Yhteensä";0
"2022";"Puolanka";"0 vuotta";0
"2022";"Puolanka";"1 vuotta";0
